"filename", "language", "TypeScript", "SCSS", "HTML", "comment", "blank", "total"
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\menus.component.html", "HTML", 0, 0, 72, 0, 13, 85
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\menus.component.ts", "TypeScript", 439, 0, 0, 0, 38, 477
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\menus.module.ts", "TypeScript", 49, 0, 0, 0, 1, 50
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\payment.component.ts", "TypeScript", 12, 0, 0, 0, 3, 15
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\personal.component.ts", "TypeScript", 12, 0, 0, 0, 3, 15
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\menus\seat.component.ts", "TypeScript", 12, 0, 0, 0, 3, 15
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo-routing.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo.component.html", "HTML", 0, 0, 51, 0, 6, 57
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo.component.ts", "TypeScript", 38, 0, 0, 0, 13, 51
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\messages\messagesdemo.module.ts", "TypeScript", 22, 0, 0, 0, 2, 24
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo-routing.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo.component.html", "HTML", 0, 0, 162, 0, 17, 179
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo.component.ts", "TypeScript", 20, 0, 0, 0, 7, 27
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\misc\miscdemo.module.ts", "TypeScript", 32, 0, 0, 0, 2, 34
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo-routing.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo.component.html", "HTML", 0, 0, 115, 0, 12, 127
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo.component.ts", "TypeScript", 63, 0, 0, 0, 18, 81
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\overlays\overlaysdemo.module.ts", "TypeScript", 36, 0, 0, 0, 1, 37
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo-routing.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo.component.html", "HTML", 0, 0, 204, 0, 15, 219
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo.component.ts", "TypeScript", 26, 0, 0, 0, 7, 33
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\panels\panelsdemo.module.ts", "TypeScript", 38, 0, 0, 0, 2, 40
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo-routing.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo.component.html", "HTML", 0, 0, 298, 0, 6, 304
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo.component.ts", "TypeScript", 105, 0, 0, 1, 32, 138
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\table\tabledemo.module.ts", "TypeScript", 36, 0, 0, 0, 2, 38
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo-routing.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo.component.html", "HTML", 0, 0, 37, 0, 1, 38
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo.component.ts", "TypeScript", 31, 0, 0, 0, 12, 43
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\tree\treedemo.module.ts", "TypeScript", 18, 0, 0, 0, 2, 20
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\uikit-routing.module.ts", "TypeScript", 25, 0, 0, 0, 2, 27
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\uikit\uikit.module.ts", "TypeScript", 10, 0, 0, 0, 2, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\icons\icons.component.html", "HTML", 0, 0, 33, 0, 13, 46
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\icons\icons.component.ts", "TypeScript", 40, 0, 0, 0, 11, 51
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\utilities-routing.module.ts", "TypeScript", 11, 0, 0, 0, 2, 13
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\components\utilities\utilities.module.ts", "TypeScript", 14, 0, 0, 0, 2, 16
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\interfaces\dishe.interface.ts", "TypeScript", 5, 0, 0, 0, 1, 6
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\country.service.ts", "TypeScript", 12, 0, 0, 0, 4, 16
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\customer.service.ts", "TypeScript", 25, 0, 0, 0, 6, 31
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\duenia.service.ts", "TypeScript", 36, 0, 0, 2, 20, 58
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\event.service.ts", "TypeScript", 12, 0, 0, 0, 4, 16
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\icon.service.ts", "TypeScript", 16, 0, 0, 0, 7, 23
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\node.service.ts", "TypeScript", 27, 0, 0, 0, 7, 34
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\photo.service.ts", "TypeScript", 13, 0, 0, 0, 4, 17
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\demo\service\product.service.ts", "TypeScript", 31, 0, 0, 0, 7, 38
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\components\side-bar\side-bar.component.html", "HTML", 0, 0, 25, 3, 10, 38
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\components\side-bar\side-bar.component.scss", "SCSS", 0, 48, 0, 0, 10, 58
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\components\side-bar\side-bar.component.ts", "TypeScript", 12, 0, 0, 0, 7, 19
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\duenia-routing.module.ts", "TypeScript", 59, 0, 0, 0, 6, 65
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\duenia.module.ts", "TypeScript", 64, 0, 0, 0, 8, 72
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\categoria.interface.ts", "TypeScript", 4, 0, 0, 0, 5, 9
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\dishes.interface.ts", "TypeScript", 13, 0, 0, 1, 6, 20
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\menu.interface.ts", "TypeScript", 20, 0, 0, 0, 12, 32
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\interfaces\platillos.interface.ts", "TypeScript", 16, 0, 0, 1, 9, 26
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\main-menu\main-menu.component.html", "HTML", 0, 0, 27, 0, 5, 32
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\main-menu\main-menu.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\main-menu\main-menu.component.ts", "TypeScript", 15, 0, 0, 0, 8, 23
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.html", "HTML", 0, 0, 73, 7, 23, 103
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.spec.ts", "TypeScript", 31, 0, 0, 2, 11, 44
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-category\manage-category.component.ts", "TypeScript", 139, 0, 0, 2, 31, 172
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-dishes\manage-dishes.component.html", "HTML", 0, 0, 140, 8, 39, 187
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-dishes\manage-dishes.component.scss", "SCSS", 0, 57, 0, 1, 11, 69
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-dishes\manage-dishes.component.ts", "TypeScript", 434, 0, 0, 26, 70, 530
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-menu\manage-menu.component.html", "HTML", 0, 0, 61, 12, 6, 79
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-menu\manage-menu.component.scss", "SCSS", 0, 16, 0, 0, 6, 22
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\manage-menu\manage-menu.component.ts", "TypeScript", 115, 0, 0, 4, 42, 161
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\report\report.component.html", "HTML", 0, 0, 9, 0, 7, 16
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\report\report.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\report\report.component.ts", "TypeScript", 44, 0, 0, 0, 10, 54
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\sales\sales.component.html", "HTML", 0, 0, 64, 17, 9, 90
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\sales\sales.component.scss", "SCSS", 0, 7, 0, 0, 1, 8
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\pages\sales\sales.component.ts", "TypeScript", 29, 0, 0, 0, 7, 36
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\duenia\services\duenia.service.ts", "TypeScript", 130, 0, 0, 8, 40, 178
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\interceptors\token.interceptor.spec.ts", "TypeScript", 13, 0, 0, 0, 4, 17
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\interceptors\token.interceptor.ts", "TypeScript", 21, 0, 0, 0, 8, 29
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\api\menuchangeevent.ts", "TypeScript", 4, 0, 0, 0, 0, 4
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.footer.component.html", "HTML", 0, 0, 5, 0, 1, 6
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.footer.component.ts", "TypeScript", 9, 0, 0, 0, 2, 11
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.layout.component.html", "HTML", 0, 0, 14, 0, 1, 15
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.layout.component.ts", "TypeScript", 102, 0, 0, 0, 20, 122
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.layout.module.ts", "TypeScript", 45, 0, 0, 0, 7, 52
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.menu.component.html", "HTML", 0, 0, 11, 0, 1, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.menu.component.ts", "TypeScript", 161, 0, 0, 0, 5, 166
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.menu.service.ts", "TypeScript", 18, 0, 0, 0, 6, 24
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.menuitem.component.ts", "TypeScript", 119, 0, 0, 4, 26, 149
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.sidebar.component.html", "HTML", 0, 0, 1, 0, 1, 2
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.sidebar.component.ts", "TypeScript", 9, 0, 0, 0, 3, 12
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.topbar.component.html", "HTML", 0, 0, 26, 0, 4, 30
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\app.topbar.component.ts", "TypeScript", 14, 0, 0, 0, 7, 21
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\config\app.config.component.html", "HTML", 0, 0, 230, 0, 13, 243
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\config\app.config.component.ts", "TypeScript", 79, 0, 0, 0, 24, 103
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\config\config.module.ts", "TypeScript", 25, 0, 0, 0, 2, 27
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\layout\service\app.layout.service.ts", "TypeScript", 81, 0, 0, 0, 21, 102
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\components\side-bar-mesera\side-bar-mesera.component.html", "HTML", 0, 0, 17, 0, 6, 23
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\components\side-bar-mesera\side-bar-mesera.component.scss", "SCSS", 0, 12, 0, 0, 1, 13
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\components\side-bar-mesera\side-bar-mesera.component.spec.ts", "TypeScript", 23, 0, 0, 0, 5, 28
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\components\side-bar-mesera\side-bar-mesera.component.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\categorias.interface.ts", "TypeScript", 4, 0, 0, 0, 4, 8
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\menuI.interface.ts", "TypeScript", 25, 0, 0, 1, 5, 31
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\mesa.interface.ts", "TypeScript", 5, 0, 0, 0, 3, 8
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\ordenDetalle.interface.ts", "TypeScript", 15, 0, 0, 0, 4, 19
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\order.interface.ts", "TypeScript", 38, 0, 0, 1, 8, 47
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\orderH.interface.ts", "TypeScript", 13, 0, 0, 0, 4, 17
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\interfaces\platos.interface.ts", "TypeScript", 14, 0, 0, 0, 2, 16
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\mesera.module.ts", "TypeScript", 64, 0, 0, 1, 11, 76
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\mesera.routing.module.ts", "TypeScript", 32, 0, 0, 0, 6, 38
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\payment-component\payment.component.ts", "TypeScript", 69, 0, 0, 0, 6, 75
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\platillos-component\platillos.component.html", "HTML", 0, 0, 73, 2, 8, 83
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\platillos-component\platillos.component.scss", "SCSS", 0, 422, 0, 4, 66, 492
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\platillos-component\platillos.component.ts", "TypeScript", 87, 0, 0, 0, 31, 118
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\register-order.component.html", "HTML", 0, 0, 250, 71, 51, 372
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\register-order.component.scss", "SCSS", 0, 483, 0, 6, 70, 559
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\register-order\register-order.component.ts", "TypeScript", 398, 0, 0, 74, 125, 597
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\select-tables\select-tables.component.html", "HTML", 0, 0, 33, 37, 10, 80
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\select-tables\select-tables.component.scss", "SCSS", 0, 215, 0, 3, 51, 269
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\pages\select-tables\select-tables.component.ts", "TypeScript", 173, 0, 0, 20, 55, 248
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\services\mesera.service.ts", "TypeScript", 154, 0, 0, 12, 61, 227
"c:\Users\user\Downloads\Universidad\Proyectos Angular\CevicheriaFrontendCalidad\cevicheria-frontend-calidad\src\app\mesera\services\shareMesera.service.ts", "TypeScript", 17, 0, 0, 3, 14, 34
"Total", "-", 7319, 1441, 4454, 449, 2440, 16103